NGC2244	Mon	Opn CL	15x	Satellite cluster. TV60F6, Newcastle, Cambridge (UK).
NGC2264	Mon	Opn CL	36x; 15x, 51x	C114F8, Venice (IT); TV60F6, Cambridge (UK).
NGC2392	Gem	Pln Neb	15x, 51x, 72x	Eskimo Nebula. TV60F6, Cambridge (UK).
NGC6633	Oph	Opn CL	36x; 15x	C114F8, Venice (IT); B15x70, Newcastle (UK). A beautiful chain of stars.
NGC6885	Vul	Opn CL	15x	B15x70, Newcastle (UK).
IC4756	Ser	Opn CL	36x; 15x	Graff's Cluster. C114F8, Venice (IT); B15x70, Newcastle (UK).
Stock1	Vul	Opn CL	15x	B15x70, Newcastle (UK).
Stock2	Cas	Opn CL	15x	B15x70, TV60F6, Newcastle (UK).
Mel20	Per	Opn CL	15x	B15x70, TV60F6, Newcastle (UK).
Mel25	Tau	Opn CL	36x; 15x, 51x	Hydes. C114F8, Venice (IT); TV60F6, Newcastle, Cambridge (UK).
Mel111	CmB	Opn CL	15x	Coma Berenices Star Cluster. B15x70, Newcastle (UK).
Cr39	Ori	Opn CL	36x; 15x, 51x	TV60F6, Cambridge (UK).
Cr65	Tau	Opn CL	15x	TV60F6, Cambridge (UK).
Cr68	Ori	Opn CL	15x, 30x	TV60F6. Newcastle, Cambridge (UK).
Cr89	Gem	Opn CL	15x	TV60F6. Newcastle, Cambridge (UK).
Cr97	Mon	Opn CL	15x, 30x	TV60F6, Cambridge (UK).
Cr106	Mon	Opn CL	15x, 30x	TV60F6, Cambridge (UK).
Cr107	Mon	Opn CL	15x, 30x	TV60F6, Cambridge (UK).
Cr399	Vul	Opn CL	15x	Brocchi's Cluster, the Coathanger. B15x70, Newcastle (UK).
27 Hydra	Hya	Dbl Star	51x	TV60F6, Cambridge (UK).
Gamma	UMi	Dbl Star	51x	Pherkad. TV60F6, Cambridge (UK).
Beta	And	Dbl Star	15x	Mirach. B15x70, Newcastle (UK).
Alpha	Her	Dbl Star	15x	Rasalgethi. B15x70, Newcastle (UK).
71-72	Oph	Dbl Star	15x	B15x70, Newcastle (UK).
Alpha	Leo	Dbl Star	37x, 74x	Regulus. C114F8, Italy (IT).
Beta	Ori	Dbl Star	37x, 74x; 15x	Rigel. C114F8, Italy (IT), B15x70, Newcastle (UK).
Alpha	UMa	Dbl Star	15x; 30x	Dubhe. B15x70, TV60F6, Newcastle (UK).
Zeta	UMa	Dbl Star	15x; 15x, 51x	Mizar and Alcor. B15x70, TV60F6, Newcastle, Cambridge (UK).
19-20	Dra	Dbl Star	51x	TV60F6, Cambridge (UK).
Eta-HIP80309A	Dra	Dbl Star	51x	TV60F6, Cambridge (UK).
Beta	Cyg	Dbl Star	72x	Albireo. C114F8, Venice (IT); TV60F6, Newcastle (UK).
Sun		Star	50x; 15x, 51x	TV60F6, Cambridge (UK).
Moon		Satellite	36x, 90x, 180x; 15x, 51x, 72x, 103x, 144x	C114F8, Italy (IT); B15x70, TV60F6, Newcastle, Cambridge (UK).
Mercury		Planet	15x	B15x70, Newcastle (UK).
Venus		Planet	36x; 72x, 144x	C114F8, Venice (IT); TV60F6, Cambridge (UK).
Mars		Planet	36x, 90x,180x	C114F8, Venice (IT).
Jupiter		Planet	36x, 90x, 180x; 72x, 103x, 144x	C114F8, Italy (IT); B15x70, TV60F6, Newcastle, Cambridge (UK).
Saturn		Planet	36x, 90x, 180x	C114F8, Venice (IT).
Uranus		Planet	10x; 15x; 15x	B10x50, Lorenzago (IT); B15x70, TV60F6, Newcastle (UK).				
Astronomy observation log - 20150527				
by Piero Dalle Pezze				
				
completed:	TRUE			
spelling:	CHECKED			
				
Date	23/02/2015			
Time	19:00-21:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	1C (no wind)			
Seeing	2 - Slight undulations			
Transparency	3 - Somewhat clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Plossl 20mm, Nagler 7mm, Vixen SLV 5mm, Bresser 2x SA			
Power, EP, FOV	15x, 4mm, 4.30deg; 18x, 3.3mm, 2.73deg; 103x, 0.6mm, 0.77deg; 144x, 0.4mm, 0.35deg			
Filters	Astronomik OIII, UHC			
Target	Cons	Type	Power	Notes
M42	Ori	CL+Neb	15x, 18x	Great Orion Nebula. M42 benefits from both UHC and OIII filters, but in different way. The OIII shows a sublime image where the border between the nebula and sky background really emerges. The same can be said about the North part (that one linked to M43). In the centre of the nebula, some 'waves' were also visible. It is a super target to my eye. The UHC shows a much larger extension for this nebula and this is amazing with a wide field telescope. Small fine details visible within the nebula with the OIII are less obvious with the UHC, but the nebula just appears as massive globally and faint details on the outside borders are accessible as pure diffuse bright areas. 
NGC2244	Mon	Opn CL	15x, 18x	Satellite cluster. Six stars in two columns 
NGC2237	Mon	Neb	15x, 18x	Rosette nebula. Detectable with OIII filter. Very soft grey patch. No structure. Invisible with UHC filter.
M35	Gem	Opn CL	15x	Detectable but not much detailed.
M36	Aur	Opn CL	15x	Very poor detail, but detectable. 
M37	Aur	Opn CL	15x	Very poor detail, but detectable. 
M38	Aur	Opn CL	15x	The first of the group to find. Poor detail.
M44	Cnc	Opn CL	15x	Praesepe. Spectactular at 15x.
M67	Cnc	Opn CL	15x	King cobra. Not to easy to detect. Looks like a grey patch, more visible using averted vision.
Jupiter	Cnc	Planet	103x, 144x	A bit of wind, but the image stays crisp at high magnifications. No aberration.
NGC1662	Ori	Opn CL	15x, 51x	Found casually while scanning from Aldebaran to Beltegeuse. Very small little open cluster at 15x. Much better at 51x. Not easily detectable, because of its small size
NGC1647	Tau	Opn CL	15x 	Beautiful open cluster easily detectable from Aldebaran
NGC1746	Tau	Opn CL	15x	Not sure I found it. It appeared smaller than NGC1647. Possibly a darker sky reveals more interesting features.
Cr65	Tau	Opn CL	15x	Nice aggregation of stars, although none of them really emerges. Wide field is required. North of Orion-Meissa.
Cr70	Ori	Opn CL	15x	Gorgeous Orion's belt. The chain of stars surrounding Alnilam is superb. Wide field telescope.
				
				
				
Date	22/03/2015			
Time	19:00-22:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	3C (no wind)			
Seeing	2 - Slight undulations			
Transparency	3 - Somewhat clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Nagler 7mm, Vixen SLV 5mm, Bresser 2x SA			
Power, EP, FOV	15x, 4mm, 4.30deg; 51x, 1.2mm, 1.54deg; 144x, 0.4mm, 0.35deg			
Filters	Astronomik OIII			
Target	Cons	Type	Power	Notes
M45	Tau	Opn CL	15x, 51x	Very clear and defined. 15x offers the best fov.
M42	Ori	CL+Neb	15x + OIII, 51x	Well balanced contrast at 15x with OIII. 51x shows trapezium
Sigma	Ori	Mlt star	51x	Sufficient for seeing 5 stars
NGC1980	Ori	Neb	15x + OIII	With 4mm exit pupil, OIII shows a bit of nebula around the star Hatsya
M78	Ori	Neb	15x	Unsuccess
NGC2244	Mon	Opn CL	15x	Satellite cluster. Six stars in two columns 
NGC2237	Mon	Neb	15x + OIII	Rosette nebula. Detectable with OIII filter. A grey patch 2 degree large. No structure visible
NGC2264	Mon	CL+Neb	15x + OIII	Christmas tree + Cone nebula. Christmas tree is easily visible. Cone nebula is not detectable with or without an OIII filter near. Apparently apertures of at least 300mm and H-beta filter or UHC filters are required beside a moderately dark sky.
M35	Gem	Opn CL	15x	Under transparent night, many stars are visible inside.
M36	Aur	Opn CL	15x	Easy to find after finding M38. A bit difficult to see inside as it is quite dim.
M37	Aur	Opn CL	15x	Easy to find after finding M36. Still difficult to see inside.
M38	Aur	Opn CL	15x	Quite clear under transparent skies.
M44	Cnc	Opn CL	15x	Praesepe. Spectacular at 15x.
M67	Cnc	Opn CL	15x, 51x	King cobra. Not to easy to detect. Nicer at 51x.
M65	Leo	Galaxy	15x	Leo triplet. From Chertan (theta Leo), use the star pointers HIP54688 and HIP54711 to reach eta Leo. Eta Leo forms a 90Deg triangle with HIP55033 and HIP55262. From the latter look at south slightly. Galaxy detectable as patches. M56 is elongated. Averted vision for 10min is required. Cover the other eye to relax the observing eye nerve.
M66	Leo	Galaxy	15x	Leo triplet. As for M65. Maybe using an exit pupil of 2.7-2.0mm is better.
M95	Leo	Galaxy	15x	Unsuccess
M96	Leo	Galaxy	15x	Unsuccess
Gamma	UMi	Dbl Star	15x	Pherkad. Blue 3mag. It has a neighbour star 10.30mag. Pherkad Minor orange 5mag.
19-20	Dra	Dbl Star	15x	4.5mag and 7mag.
Eta-HIP80309A	Dra	Dbl Star	15x	2.7mag and 6.05mag
M51	CVn	Galaxy	15x	Whirlpool Galaxy. From UMA-Alkaid, move south to 24CVn. Continue on that direction until HIP65768. This forms a triangle with HIP66004 and HIP66116. They are all 7mag stars. HIP65768 is the brightest in the area. M51 lies externally of the line between HIP65768 and HIP66004. Averted vision for 10min is required. You will see a grey patch. No structure.
M101	UMa	Galaxy	15x	Unsuccess
Jupiter	Cnc	Planet	144x	Order: Europa, Callisto, Jupiter, Io, Ganymede. Two belts very visible. The lower one was visible on the left (refractor). On the right the great red spot was detectable. Very minor belts north and south. 
				
				
				
Date	24/03/2015			
Time	19:00-21:30			
Location	Cambridge, UK			
Altitude	12m			
Temperature	5C (no wind)			
Seeing	3 - Moderate seeing			
Transparency	3 - Somewhat clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Nagler 7mm, Vixen SLV 5mm, Bresser 2x SA			
Power, EP, FOV	15x, 4mm, 4.30deg; 51x, 1.2mm, 1.54deg; 72x, 0.8, 0.69deg; 144x, 0.4mm, 0.35deg			
Filters				
Target	Cons	Type	Power	Notes
M47	Pup	Opn CL	15x, 51x	Superb anchor shape. 51x reveals many more details. Quite tight double star near the centre. From Alpha Mon, go 5 degrees South.
M46	Pup	Opn CL	15x, 51x	Missed as I confused it with the aggregation of stars at North-West of 2 Pup A and 4 Pup. 
M48	Hya	Opn CL	15x	Not easy to see if the sky is not very dark. Fortunately it is quite large. It is the third vertex of the triangle formed by the trio of stars "1Hya C Hya 2Hya (CHya mag 3.8 is the brightest in the middle of the trio) and 29 Mon (mag 4.35). 
Moon	Tau	Satellite	72x	Waxing crescent 25%. Very crisp details. 
Venus	Cet	Planet	72x, 144x	144x was too much. Possibly because the planet was too low, or because the eyepiece did not cool down properly. In any case, even at 72x, no planet atmosphere detail. 
Delta	Ori	Dbl Star	72x	Mintaka. Easily split. 
Zeta	Ori	Dbl Star	72x	Alnitak. Separated components A and C. Cannot remember if B was detectable.
Sigma	Ori	Dbl Star	72x	Visible 5 stars, although only able to split Sigma Orionis into two stars.
Iota	Ori	Dbl Star	72x	Hatsya. Very nice double star. The companion is quite dim and small compared to Hatsya. Companion is grey. 
Alpha	CMa	Dbl Star	72x	Sirius. Not able to split Sirius. Too much bright.
Alpha	Gem	Dbl Star	72x	Castor. The companion Castor B is also bright and the two stars are quite close to each other. Same colour. Castor C is very dim and more distant from the other two.
Zeta	Gem	Dbl Star	72x	Mekbuda. Easily split double star.
M35	Gem	Opn CL	72x	Many other stars are visible. 
				
				
				
Date	25/03/2015			
Time	21:00-22:45			
Location	Cambridge, UK			
Altitude	12m			
Temperature	6C (no wind)			
Seeing	2 - Slight undulations			
Transparency	3 - Somewhat clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Plossl 20mm, Nagler 7mm, Vixen SLV 5mm, Bresser 2x SA			
Power, EP, FOV	15x, 4mm, 4.30deg; 18x, 3.3mm, 2.73deg; 30x, 2mm, 2.15deg; 51x, 1.2mm, 1.54deg; 72x, 0.8mm, 0.69deg			
Filters	Astronomik UHC, OIII			
Target	Cons	Type	Power	Notes
M47	Pup	Opn CL	15x	Rich of stars. These are quite spread, making this cluster easy to detect and study.
M46	Pup	Opn CL	15x	This is a compact cluster. It is detectable. 
M48	Hya	Opn CL	15x	Dim open cluster. It requires transparent skies to shine properly.
M65	Leo	Galaxy	15x, 18x, 30x	Invisible. Sky not transparent enough. I think an exit pupil of 3.3mm is a good compromise between 4mm and 2mm. 2mm is too much for the TV60 on this targets.
M66	Leo	Galaxy	15x, 18x, 30x	Invisible. Sky not transparent enough.
NGC2244	Mon	Opn CL	15x	Satellite cluster. Six stars in two columns 
NGC2264	Mon	CL+Neb	15x	Christmas tree. 
NGC2392	Gem	Pln Neb	15x, 51x +/- OIII, UHC, 72x	Eskimo nebula. From Wasat (Delta Gem) move east to 63 Gem. 63 Gem is the brightest star of a 'half moon' of 7 stars. The Eskimo nebula is next to the star HIP36370 (mag8.2), which is a bit isolated but very close to 63 on the opposite direction of Wasat. You can spot it at 15x without filters, but you see it only with averted vision. It appears as a very small patch next to the star. At 51x the nebula is visible as a grey little ball. The boundaries are obfuscated. An UHC filter helps increasing the contrast between the sky and the nebula. An OIII filter shows even more contrast, although I think an UHC filter is better at this exit pupil (1.2mm). Using these filters, the boundaries of the nebula appear much clearer although no structure is visible at this magnification. At 72x (and no filter) is still visible as a grey little ball. Boundaries are obfuscated.  
Jupiter	Cnc	Planet	72x	Quick observation. Two belts and four satellite were visible. 
Alpha	Hya	Star	72x	Alphard. Yellow star
Alpha	Vir	Star	72x	Spica. Blue star
Alpha	Leo	Dbl Star	15x, 72x	Regulus. Blue-white double star visible at 15x. Clearly split at 72x although not all this magnification is actually required for split it.
				
				
				
Date	06/04/2015			
Time	21:00-22:45			
Location	Cambridge, UK			
Altitude	12m			
Temperature	8C (no wind)			
Seeing	2 - Slight undulations			
Transparency	3 - Somewhat clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Nagler 7mm, Vixen SLV 5mm, Bresser 2x SA			
Power, EP, FOV	15x, 4mm, 4.30deg; 30x, 2mm, 2.15deg; 51x, 1.2mm, 1.54deg; 72x, 0.8mm, 0.69deg; 103x, 0.6mm, 0.77deg			
Filters	Astronomik UHC, OIII			
Target	Cons	Type	Power	Notes
NGC1647	Tau	Opn CL	15x, 51x	In this period of the year, Taurus is quite low on the horizon. This object did not show many stars due to the light pollution and atmosphere. You will need darker skies or look at it when it is higher on the horizon. From Aldebaran, go east for 4 degrees. It is near a couple of stars and i Tauri (mag 5), which is the brightest star in the area. 51x did not help tonight, as the object became too dim. I suspect a ~30x, exit pupil 2.0mm would be the best for these targets. 
NGC1746	Tau	Opn CL	15x, 51x	After finding NGC1647, from i Tauri, go east for other 4-5deg until you see iota(?) Tauri (102 Tau, mag 4.6). NGC1746 is a medium size cluster at 15x at west of 102 Tau. It also appears very nice at 51x.
NGC1817	Tau	Opn CL	15x, 51x	After finding NGC1647, from i Tauri, go south-east for 5 deg until you see m Tauri (mag 4.9). NGC1817 and 1807 appear on the same field of view at both 15x and 51x. 15x is not sufficient for seeing details of these two clusters. These are accessible at 51x. NGC1817 seems less visible than NGC1807
NGC1807	Tau	Opn CL	15x, 51x	See NGC1817. NGC1807 is more spectacular than NGC1817 at 51x possibly because it has brighter stars. 
NGC1662	Ori	Opn CL	15x, 51x	A little open cluster near the top of Orion's shield. It is also reachable from Aldebaran (Alpha Tauris) moving towards south for about 8deg. At 15x it only shows it compactness. At 51x it shows some stars. This is a compact open cluster formed by relatively visible stars.  
M1	Tau	SN Rem	15x; 51x +/- OIII, UHC	Crab Nebula. Invisible after trying with different magnifications and averted vision. Filters did not help either. Darker skies are required for this target. Possibly try with an eyepiece at 2.0mm exit pupil.
M65	Leo	Galaxy	30x	Leo triplet. Elongated grey patch visible with averted vision. Shape of a cigar. At 30x, the patch is visible more easily than at 15x. The leo triplet is more easily detectable when the telescope is slightly moved. The patches will move accordingly.
M66	Leo	Galaxy	30x	Leo triplet. As for M65. 
M51	CVn	Galaxy	30x	Whirlpool Galaxy. Grey patch without a structure visible with averted vision. A darker sky will make the difference on this target.
Jupiter	Cnc	Planet	103x	Two belts clearly visible and a faint one in the South hemisphere was detectable. All four satellite were visible. Io and Europa were very tight at East of the planet.
NGC3242	Hya	Pln Neb	15x; 51x +/- OIII, UHC; 72x	Ghost of Jupiter. By naked eye, from Alphard (Alpha Hydrae, mag 1.95), move east and detect the Lambda Hydrae (mag 3.6). This star appears like a star system extending north and south from Lambda Hydrae. Continue moving east following Hydrae body. The next star is slightly south of Lambda. This is Mu Hydra (mag 3.6). Then next one is Nu Hydra (mag 3.10). Mu Hydra will appear Yellow/Orange and almost isolated. It has a little star on the north. Slightly south, you see two bright couples of stars: two more distant at east (HIP50693, HIP50764), two closer at west (HIP51170, HIP51193). Consider the tight couple at west. There is a little star (near this couple in the direction of the other couple. If you use the tight couple and the little star as pointer and you move for another segment in the direction of the little star, the planetary nebula will appear. This appears as a faint tiny and diffuse light. No structure. At 51x it appears like a little full circle. An OIII seems more effective than an UHC filter here possibly because the planetary nebula is low on the horizon. The OIII filter makes it appear from the sky, whereas really few nearby stars are visible. 72x does not show more detail. UHC filter works fine but does not boost the object at the same level as the OIII does.
				
				
				
Date	09/04/2015			
Time	21:20-22:45			
Location	Cambridge, UK			
Altitude	12m			
Temperature	9C (no wind)			
Seeing	2 - Slight undulations			
Transparency	2 - Poor			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Nagler 3.5mm			
Power, EP, FOV	15x, 4mm, 4.30deg; 103x, 0.6mm, 0.77deg			
Filters	Variable Polarizing Filter			
Target	Cons	Type	Power	Notes
Jupiter	Cnc	Planet	15x; 103x +/- VPF	At the eyepiece from right to left: Callisto, Io, Jupiter, Europa and Ganymede. This evening I decided to test my new eyepiece (Nagler 3.5mm). Due to the lack of transparency, I only tested this on Jupiter. This was the first time I observed at 103x without using a Bresser 2x SA. The difference was quite substantial. I had the impression that the Nagler 7mm with Bresser 2x SA was more colour corrected than the Nagler 3.5mm only at the edge (last 10% before the field stop). This might have been caused by the presence of light fog though, instead of the eyepiece. I will test this again. On the other hand, the lack of the Bresser 2x SA (4 lens less) improved transparency, and this was detectable. With a Nagler 7mm and Bresser 2x SA, I am able to see a bit more than the two main belts only when the seeing is quite good. Tonight, although the seeing was acceptable, but the sky was quite foggy. The main two belts (North and South Equatorial Belts) were visible and other two belts at the poles were easily detectable (North Polar Region, S.S. Temperate Belt). In the North and South Equatorial Belts, some shades were also detectable. No direction was visible but it was possible to see that the borders and belt colours were rough and not homogeneous. This was particularly true for the North Equatorial Belt. No GRS was detectable. The use of a single or double polarizing filter did not improve image quality. The whole image only appeared too dark and the minute details previously described were lost. Possibly, the VPF is more appropriate for brighter objects (e.g. the Sun and the Moon) or Jupiter during sunset or dawn. 
				
				
				
Date	11/04/2015			
Time	18:00-19:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	12C (wind)			
Seeing	2 - Slight undulations			
Transparency	2 - Poor			
Telescopes	Tele Vue 60 F6			
Eyepieces	Nagler 7mm, Vixen SLV 5mm			
Power, EP, FOV	51x, 1.2mm, 1.54deg; 72x, 0.8mm, 0.69deg			
Filters	Variable Polarizing Filter			
Target	Cons	Type	Power	Notes
Sun	Psc	Star	51x +/- VPF; 72x	Two spot areas: one in the north, the other one in the south. 5 small spots where visible in the north, 4-5 in the south spot area. 2 small spots in the centre of the sun. Best view 51x, using variable polarising filter. No granularity was visible due to the bad seeing.
				
				
				
Date	14/04/2015a			
Time	18:00-19:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	21C (no wind)			
Seeing	2 - Slight undulations			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	Nagler 7mm, Vixen SLV 5mm, Nagler 3.5mm			
Power, EP, FOV	51x, 1.2mm, 1.54deg; 72x, 0.8mm, 0.69deg; 103x, 0.6mm, 0.77deg			
Filters	Variable Polarizing Filter			
Target	Cons	Type	Power	Notes
Sun	Psc	Star	51x +/- VPF; 72x, 103x	Today at 4pm there was a gigantic flare (CME) about 1 sun radius long. Unfortunately I was not at home. I looked at the Sun, but the flare was gone by the time I set up the telescope. A large group of black spots was visible in the North hemisphere. Around them granulation was clearly visible. Granulation was also detectable, although with some difficulty, on the Sun surface at 51x using a VPF. At 72x the Sun revealed a nice image where Sun spot details were visible as well as surface granulation. 103x was just too much for this seeing. Although it can be used for magnifying the solar spots, granulation is completely lost. In addition, floaters become a real issue when watching the sun using 0.6mm exit pupil. I think the best magnification is between 51x and 72x. The Vixen 5mm works very well with the Sun. This was used without VPF filter.
				
				
				
Date	14/04/2015b			
Time	21:30-23:20			
Location	Cambridge, UK			
Altitude	12m			
Temperature	9C (no wind)			
Seeing	2 - Slight undulations			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Plossl 20mm, Nagler 7mm, Vixen SLV 5mm, Nagler 3.5mm			
Power, EP, FOV	15x, 4mm, 4.30deg; 18x, 3.3mm, 2.7deg; 51x, 1.2mm, 1.54deg; 72x, 0.8mm, 0.69deg; 103x, 0.6mm, 0.77deg			
Filters				
Target	Cons	Type	Power	Notes
M35	Gem	Opn CL	15x	Under dark sky this object emerges clearly. A few bright stars with many little faint stars in background. Averted vision helps, but this object is not too demanding if the sky is sufficiently transparent.
M65	Leo	Galaxy	15x, 18x	This object requires aperture and dark sky to be detected and viewed properly. Just very faint object visible through averted vision. An exit pupil of 3.3mm is better than 4.0mm. I wonder whether something between 2.5 and 2.0mm can improve this view even more.
M66	Leo	Galaxy	15x, 18x	See above
Mel111	Com	Opn CL	15x	Coma Berenices star cluster. Located just south of Gamma Com, this large object is as spectacular as M44. Very rich of stars, some bright some small and fainting. Some are doubles. As this is a large object, 15x is the adequate magnification. As Coma Berenices does not have bright stars, you can find this object knowing that is between Denebola (Leo) and Cor Caroli (Alpha CVn).
M53	Com	Glob CL	15x, 18x, 51x	This object is not easy to find. It is just 1-2 degrees east of Diadem (Alpha Com), but this star is very dim to be seen, unless the sky is enough dark. Instead use the Virgo trapezium and point to north following the star Vindemiatrix (Virgo). You can find Diadem just going some degree north from Vindemiatrix. M53 appears as a little grey cloud at 15x. No detail of this globular cluster is visible. At 18x, the contrast is a bit improved, but the image is the same. At 51x this objects  is larger and well detectable, but still appears like a grey cloud.
NGC5053	Com	Glob CL	15x, 18x, 51x	Invisible. This is a bit smaller and dimmer than M53. I could not find it.
M3	CVn	Glob CL	15x, 51x	Again, not easy to find. I used the axis from Gamma to Beta Com. This cluster is brighter than M54 and at 51x seems a large white/grey blob. 
Jupiter	Cnc	Planet	103x, 72x	Transit of Ganymede on Jupiter. Little black dot on the Equatorial zone. All the other three main satellites were well distict on right.
				
				
				
Date	30/04/2015			
Time	22:00-23:00			
Location	Cambridge, UK			
Altitude	12m			
Temperature	6C (no wind)			
Seeing	2 - Slight undulations			
Transparency	5 - Clear			
Telescopes	Tele Vue 60 F6			
Eyepieces	TV Panoptic 24mm, Nagler 7mm, Nagler 3.5mm			
Power, EP, FOV	15x, 4mm, 4.30deg; 51x, 1.2mm, 1.54deg; 103x, 0.6mm, 0.77deg			
Filters				
Target	Cons	Type	Power	Notes
Moon	Vir	Satellite	51x, 103x	Moon phase 91%. The moon at 103x did not need a filter. It was very crisp and showed details in the South hemisphere despite it was almost full. At 51x, the moon is simply scaled of a factor of 1/2, indicating that the Nagler 3.5mm behaves as a perfect 2x Nagler 7mm. It would be useful to have a Moon map to check the crater's names. 
Jupiter	Cnc	Planet	103x	At 103x Jupiter showed 4 moons and 4 belts. No specific events were visible this evening.
M44	Cnc	Opn CL	15x	Beehive cluster. One of the best wide open cluster. Not many faint stars were visible because of almost full moon. However, the cluster still emerged in the sky.
NGC869/ 884	Per	Opn CL	15x, 51x	Double cluster. Superb cluster. Even if low in the sky, it was a pleasure to see it. At 51x, the cluster emerged from the background and showed more faint stars.
